id,firstName,lastName,locationAddress,contactEmail,latitude,longitude,contactPhone,vendorName,snapStatus
90,Yvonne,Coneley,241 Rigney Drive,yconeley2h@yahoo.com,41.827255065726625,-77.76779505057789,654-429-2468,Browseblab,True
46,Elihu,Barnwall,27419 Truax Lane,ebarnwall19@zimbio.com,41.8600798082283,-77.95105473028862,568-682-6447,Zava,True
575,Nobie,Limon,149 Little Fleur Court,nlimonfy@hud.gov,42.0164137491841,-76.89330519402036,337-458-2433,Eadel,True
290,Dora,Radmer,866 Cottonwood Plaza,dradmer81@hao123.com,41.87109834495918,-73.83961621829526,632-113-5769,Jabbersphere,True
26,Keen,Maroney,2205 Dwight Junction,kmaroneyp@angelfire.com,41.72372302357539,-73.8973706565696,665-444-2813,Tanoodle,True
38,Connor,Brackstone,99630 American Junction,cbrackstone11@vistaprint.com,41.84650149218182,-74.10673888813952,967-740-2593,Voomm,False
390,Saxon,Skerritt,099 David Road,sskerrittat@unblog.fr,41.92727568799099,-74.22455782147605,978-511-6645,Thoughtblab,False
521,Manolo,Frudd,007 Melby Road,mfruddeg@yahoo.co.jp,41.96632853368852,-74.07703623960468,842-707-2475,Abatz,False
771,Albie,Powe,7713 Myrtle Court,apowele@mail.ru,41.94495892922299,-73.91697251656032,897-312-6397,Voonte,False
817,Zacharie,Wallington,203 Marquette Lane,zwallingtonmo@hud.gov,41.849639056910284,-74.00757214136586,643-961-0229,Omba,False
456,Lotty,Cholmondeley,8 Stang Pass,lcholmondeleycn@si.edu,41.73176602594891,-73.95469451844221,448-945-0792,Digitube,True
561,Gawain,Dwight,2022 Anzinger Hill,gdwightfk@eventbrite.com,41.80735072065578,-74.18732599261313,227-605-0481,Katz,True
858,Bertine,Bullan,54605 Corscot Junction,bbullannt@amazon.com,41.71463410576548,-73.97727775487922,794-362-4368,Vidoo,True
147,Krissie,Erasmus,985 Prairieview Terrace,kerasmus42@surveymonkey.com,41.85245389477982,-74.0317470889924,848-324-5601,Blogspan,False
924,Fredric,O'Cooney,03198 Weeping Birch Court,focooneypn@thetimes.co.uk,41.9167519710322,-74.08056057537073,473-537-6516,Muxo,True
386,Ilyse,Redhouse,91244 Sundown Park,iredhouseap@purevolume.com,41.7582563446092,-73.85267213336361,400-239-9027,Youbridge,False
248,Selinda,Masden,5851 Blaine Drive,smasden6v@hostgator.com,42.34352833638268,-75.92981120428384,493-140-2992,Youbridge,False
855,Winslow,Scrine,58 South Street,wscrinenq@cisco.com,42.167679516224396,-75.81829096828574,530-218-3841,Topicshots,True
391,Carmelia,Velten,165 Johnson Park,cveltenau@google.fr,42.10597019339715,-75.92411192513181,991-920-4800,Jabbersphere,False
878,Roland,Masic,4 Fremont Street,rmasicod@hostgator.com,42.010769859854776,-75.72280160846029,188-429-4304,Rhynyx,False
291,Kimberlee,Goldsworthy,19 La Follette Street,kgoldsworthy82@squidoo.com,41.95391232842107,-76.1516321944572,469-365-5844,Skyvu,False
206,Jerald,Lindermann,5616 Helena Plaza,jlindermann5p@chronoengine.com,41.97106407868662,-75.85772391561122,115-984-5054,Rooxo,False
704,Tamma,Trench,81169 3rd Pass,ttrenchjj@craigslist.org,40.85124487294727,-73.69699823079925,284-517-9298,Quinu,False
440,Sasha,MacAllan,018 Fieldstone Circle,smacallanc7@state.gov,40.745752245953504,-73.90178431001114,729-132-3519,Thoughtstorm,False
76,Nedi,Marklew,7 Vernon Trail,nmarklew23@google.cn,40.93352019367654,-73.97653333319762,828-761-0280,Gabtype,False
682,Marielle,Goodwill,6 Westridge Pass,mgoodwillix@time.com,40.69433530055849,-74.04823985305306,488-106-2597,Jayo,True
578,Taite,Alcoran,74935 Roth Point,talcorang1@amazon.de,40.89263839855857,-73.75110502512824,861-733-9377,Centizu,False
811,Kaile,Sellstrom,458 Riverside Crossing,ksellstrommi@bbc.co.uk,40.690849968612966,-73.70700215528566,175-722-0411,Skyba,False
649,Luther,Liebermann,9 Union Pass,lliebermanni0@ustream.tv,41.09595557642892,-73.88891982122477,529-384-2565,Zoonder,False
104,Shaylah,Bearcroft,4 Oakridge Hill,sbearcroft2v@dailymotion.com,41.01644559106605,-73.9160540658186,419-383-0032,Edgewire,True
513,Amargo,Scollick,03994 Lighthouse Bay Circle,ascollicke8@uol.com.br,41.02649758370142,-74.15943419991093,654-744-8747,Realblab,False
382,Park,Goode,5691 Golf Circle,pgoodeal@google.com.br,41.20464415996476,-73.80187730826225,535-798-7821,Vinte,True
107,Ugo,Dowding,0 Crest Line Alley,udowding2y@google.pl,40.95299046656117,-74.08887342477371,745-938-6669,Wikizz,False
263,Tessi,Couvert,447 Aberg Trail,tcouvert7a@printfriendly.com,41.1591327221109,-73.72675748628807,226-302-2536,Livepath,False
548,Becki,Rountree,433 East Avenue,brountreef7@weibo.com,41.163550536235974,-74.05430789988802,780-295-7257,Einti,True
673,Liane,Moon,6917 Birchwood Plaza,lmoonio@sbwire.com,43.11524738020452,-76.41296823136355,577-656-3940,Agivu,False
632,Jacinta,Pacher,32772 Brentwood Avenue,jpacherhj@tripod.com,42.9796047405448,-76.29804239988704,305-169-4172,Quinu,False
976,Madelon,Saile,3 New Castle Center,msailer3@flickr.com,43.038256095351045,-76.58619582160557,793-640-7249,Oyope,True
935,Tiertza,Coke,41 Bartillon Drive,tcokepy@sourceforge.net,43.01561526437802,-76.27537723878697,571-976-1313,Babbleblab,True
841,Evvie,Keyworth,164 Porter Court,ekeyworthnc@economist.com,43.05344982117098,-76.56655621411416,841-854-5993,Meemm,True
397,Gabby,Merrisson,67397 Spenser Circle,gmerrissonb0@wix.com,43.177709920545716,-76.35164413111568,510-385-5307,Devpoint,True
523,Josselyn,Eeles,3885 Summerview Drive,jeelesei@sciencedirect.com,42.94473957163611,-76.43606888489454,209-755-8479,Pixoboo,False
586,Lolita,Stitch,86 Prairieview Junction,lstitchg9@sphinn.com,42.77631768202072,-76.51789622053751,315-230-8660,Browsebug,False
270,Diarmid,Hare,86254 Banding Avenue,dhare7h@howstuffworks.com,42.84336390220558,-76.44608211868317,378-280-1044,Wikizz,False
216,Laurice,Bresson,53510 Kim Point,lbresson5z@fema.gov,43.20035083614138,-76.3390778000202,461-992-5414,Realbuzz,True
562,Jasmin,Bruna,454 Manley Way,jbrunafl@disqus.com,43.03203816597923,-76.48674876763529,387-263-7496,Zoomlounge,True
797,Krishnah,Jowle,9780 Towne Place,kjowlem4@cam.ac.uk,42.82669862449848,-76.27954680529008,320-622-3513,Aibox,False
766,Herold,Kleiser,065 Havey Junction,hkleiserl9@cdbaby.com,42.998101761041134,-76.33827157157116,644-536-1273,Brainlounge,True
582,Margery,Cornfield,955 Oriole Way,mcornfieldg5@state.tx.us,43.17559517946544,-76.58288946387741,910-392-6503,Flipstorm,False
530,Taite,MacGilfoyle,8877 Lakewood Alley,tmacgilfoyleep@creativecommons.org,42.415589712907384,-73.74657900711235,825-783-0140,Janyx,False
73,Karlan,Cumbridge,41 Kim Center,kcumbridge20@who.int,42.863539055137814,-73.97521818827595,862-937-4589,Babbleblab,True
660,Jereme,Hearsum,35 Anhalt Junction,jhearsumib@seattletimes.com,42.39881037762495,-73.68377434496097,820-303-0966,Centizu,True
49,Artemis,Storek,36 Myrtle Avenue,astorek1c@yellowpages.com,42.50232015871376,-73.88259275640493,625-337-8922,Tagcat,True
833,Fifi,Sweetlove,05479 Eliot Hill,fsweetloven4@oaic.gov.au,40.92375379281252,-74.1755704720277,595-270-0068,Skiptube,True
344,Stafford,Bartunek,346 Northview Lane,sbartunek9j@feedburner.com,40.52369432202726,-73.86191200138067,312-249-2881,Podcat,True
2,Bartholomeus,Cubley,0 Chive Hill,bcubley1@earthlink.net,40.6707771864033,-74.17597646479567,234-291-0337,Zoombox,False
495,Georgeta,Alway,862 Becker Circle,galwaydq@posterous.com,40.61144897140409,-74.11588627402696,613-978-4852,Devpulse,False
724,Jeannette,Nelthorpe,5 Ludington Way,jnelthorpek3@nps.gov,40.796908384199334,-74.19821761418811,180-422-8699,Innojam,True
961,Robinet,Smythin,46 Arizona Circle,rsmythinqo@google.ru,40.8259399616941,-73.87350423061316,335-885-9378,Pixonyx,False
947,Clarence,Branchett,130 Shopko Lane,cbranchettqa@europa.eu,40.43078205408917,-74.01084046483201,564-593-5083,Dynava,False
191,Moise,Brockie,5331 Shasta Lane,mbrockie5a@psu.edu,40.736986889205866,-73.95096708196984,454-314-5409,Kimia,True
508,Alwin,Vittle,23 Hintze Avenue,avittlee3@issuu.com,43.111119528059284,-74.6417977173402,134-116-9382,Roodel,True
776,Nevins,Learmount,34274 Loftsgordon Place,nlearmountlj@skype.com,42.86825788742526,-78.86296716405876,318-617-7730,Kimia,False
72,Salem,Cokayne,1 Arkansas Junction,scokayne1z@mozilla.org,42.97261522313993,-79.01641712960743,241-604-1686,Linkbridge,False
303,Jill,Simka,781 Anthes Place,jsimka8e@discuz.net,43.29727793869933,-79.21036163786214,107-164-6684,Mymm,True
132,Cherlyn,Gellier,05 Iowa Hill,cgellier3n@yandex.ru,43.15998958755021,-79.21258941928022,867-479-1313,Kare,True
227,Christian,Roch,2 Straubel Terrace,croch6a@gov.uk,42.854793873837416,-79.0516193619701,434-346-0103,Yambee,False
387,Tarrance,Dulake,6503 Corry Crossing,tdulakeaq@telegraph.co.uk,42.8776535135176,-78.89038353803565,975-247-1335,Youtags,True
748,Aleda,Stirley,3 Hoffman Point,astirleykr@yolasite.com,43.01844263608566,-79.10613341176123,555-708-8788,Fivebridge,False
222,Victoir,Pentycross,6820 Sachtjen Point,vpentycross65@naver.com,43.21433325328185,-78.88052907485894,480-710-8169,Flipbug,True
343,Veda,Bryan,5694 Lakewood Gardens Place,vbryan9i@parallels.com,43.283591593550774,-79.2191650314351,393-956-5986,Buzzdog,True
780,Chaddy,Teodoro,7926 Chive Street,cteodoroln@blogs.com,43.016036778583164,-79.18681343513519,642-315-4285,Kimia,True
514,Tara,Plaide,8872 Beilfuss Parkway,tplaidee9@army.mil,43.24663704649639,-79.1681082885059,430-968-8121,Yodel,True
357,Tremayne,Fernez,317 Utah Hill,tfernez9w@webeden.co.uk,42.488344650842585,-73.96696747691706,162-324-3762,Riffwire,False
300,Hilde,Frotton,6225 Boyd Point,hfrotton8b@alexa.com,42.41865063817115,-73.97923669078625,215-402-3415,Flashset,False
507,Omar,Waitland,8531 Shoshone Court,owaitlande2@creativecommons.org,42.7004559046237,-73.79691752087659,157-410-6300,Tagopia,True
184,Quinlan,Swyer,0629 Crownhardt Terrace,qswyer53@nifty.com,42.48855065233204,-73.58545302096613,730-677-3473,Linklinks,True
955,Kristo,Olivazzi,98617 Buell Parkway,kolivazziqi@diigo.com,42.520936576137984,-73.6639459162028,698-872-0315,Minyx,False
92,Brendon,Breeder,29703 Dahle Park,bbreeder2j@examiner.com,42.49363292827893,-73.70971125760013,525-127-0047,Shuffletag,True
317,Orv,Chappelle,29495 Brown Center,ochappelle8s@typepad.com,42.7360116792493,-73.82731395345888,837-691-6274,Realblab,True
362,Joel,Dicky,82462 Paget Crossing,jdickya1@businessinsider.com,42.601026229287555,-73.95080838171748,724-356-8385,Voomm,True
267,Krystal,Moulsdale,4 Parkside Crossing,kmoulsdale7e@blogger.com,42.70696473987214,-73.64992366115574,480-227-0936,Thoughtsphere,True
860,Janel,Costellow,32 Armistice Trail,jcostellownv@cdc.gov,42.44061334682731,-73.99137941103831,457-906-7442,Yacero,False
94,Carmelina,Hissie,75596 Esch Parkway,chissie2l@cnet.com,42.49975009255892,-79.1127051029212,617-498-1733,Latz,False
13,Clark,Scintsbury,32996 Red Cloud Lane,cscintsburyc@dion.ne.jp,42.45046728979657,-78.9134154116291,933-170-4398,Buzzshare,False
585,Jerrine,Alstead,5722 Transport Plaza,jalsteadg8@freewebs.com,42.35106183023148,-78.83736275876173,559-597-1345,Wikizz,False
99,Madelin,Brigstock,918 Rowland Alley,mbrigstock2q@vimeo.com,42.27415024548866,-78.88648108232265,414-285-1384,Buzzdog,True
331,Britt,Faull,3 Farwell Trail,bfaull96@va.gov,42.11837412515346,-79.22754144734604,689-194-4863,Skinte,True
254,Amalee,Merrgan,825 Merry Parkway,amerrgan71@godaddy.com,42.42152329773167,-78.81578757197725,591-168-8278,Jayo,True
1000,Mariana,Offener,6 Northwestern Place,moffenerrr@cbc.ca,42.39635412618433,-79.09968505591137,456-752-0979,Eidel,False
718,Marigold,Ochterlony,1682 Village Road,mochterlonyjx@youtube.com,44.33855661650954,-75.47787333872155,982-257-8763,Abatz,False
19,Jacob,McSkeagan,898 Sullivan Circle,jmcskeagani@slate.com,44.26618420024039,-75.5298994650454,226-996-7663,Avamm,False
262,Blithe,Hayball,662 Oxford Court,bhayball79@sina.com.cn,44.65821530902142,-75.45643511880887,968-908-7748,Tagfeed,True
847,Irita,Treble,823 Center Hill,itrebleni@earthlink.net,44.20478580334274,-75.66371575546,386-390-2653,Teklist,False
210,Emmerich,Hillborne,930 Sullivan Avenue,ehillborne5t@europa.eu,43.29907864053433,-77.76806845419006,457-587-8851,Gigazoom,True
965,Anestassia,Greensite,92397 Bluejay Circle,agreensiteqs@youku.com,43.051024416058304,-77.6967814734797,483-456-8494,Realblab,True
787,Mildrid,Kobierski,21246 Basil Place,mkobierskilu@ameblo.jp,43.31088566504204,-77.81179249390955,772-620-8402,Skyndu,True
283,Ronnie,Faustin,525 Del Mar Drive,rfaustin7u@skyrock.com,42.62361478421833,-74.90048699724382,726-974-5529,Yakidoo,False
59,Alfy,Bigglestone,2 Havey Trail,abigglestone1m@quantcast.com,42.60901651841564,-74.92185216270018,735-582-6695,Blogtags,True
466,Cello,Munro,8164 Raven Street,cmunrocx@psu.edu,42.67863815982272,-74.8135335358305,707-300-9219,Jayo,False
619,Davin,Mack,5 Holmberg Place,dmackh6@hexun.com,41.06694879089314,-73.01946050093899,924-587-6531,Divanoodle,False
822,Ramsay,Kerrane,47803 Anderson Pass,rkerranemt@ucoz.com,40.763951557085335,-73.05235590901681,673-103-0522,Yodoo,False
197,Doe,Peteri,4 Manley Drive,dpeteri5g@disqus.com,41.02597470184762,-73.15434942404929,759-445-7992,Gigaclub,True
618,Myrtia,Coysh,06406 Bowman Alley,mcoyshh5@usda.gov,40.84352744253627,-73.00717503670526,442-816-5734,Mydeo,False
657,Agace,Davydenko,70201 Northridge Hill,adavydenkoi8@answers.com,40.81282334528751,-73.24575262522961,363-689-4118,Feedspan,False
946,Mick,Tierney,475 Hoard Hill,mtierneyq9@hp.com,40.9295268503597,-73.16049386284324,326-620-0338,Myworks,True
256,Cecilio,Bryett,1 Cardinal Alley,cbryett73@china.com.cn,40.81753026556239,-72.89854344618635,157-568-9790,Voolith,True
634,Edgardo,Iwanowicz,4 Twin Pines Center,eiwanowiczhl@bravesites.com,41.02155047604005,-73.01346593085317,685-764-0589,Gabcube,True
642,Bobbe,Penton,77404 Becker Alley,bpentonht@chronoengine.com,40.65687967695201,-73.00699684739531,464-497-4069,Realfire,True
375,Darb,Dellar,167 1st Street,ddellarae@chronoengine.com,40.837918312100626,-73.13794223299267,943-444-6877,Skyndu,False
144,Clea,Ife,79 Di Loreto Circle,cife3z@clickbank.net,40.64412200339939,-73.2976357228628,338-279-5196,Lazz,False
4,Trev,Presser,17692 Schmedeman Avenue,tpresser3@un.org,40.873994795030846,-72.86209512008341,883-580-2727,Skivee,True
652,Norine,Bruinsma,7 Badeau Court,nbruinsmai3@blogspot.com,40.890455771300736,-73.07072326268319,978-736-0801,Layo,False
385,Sabine,McKeaney,49067 Mallard Street,smckeaneyao@salon.com,40.96321419411988,-73.13992108510028,974-930-4189,Brightdog,True
765,Darius,Penwell,491 Scofield Junction,dpenwelll8@gnu.org,40.84463971412069,-73.17165795954634,771-683-8373,Kwideo,True
141,Betti,Fraine,3 Ruskin Center,bfraine3w@scientificamerican.com,40.874753380437824,-72.90738990491944,470-922-6461,Skidoo,True
462,Aubert,Harling,95743 Lillian Park,aharlingct@ox.ac.uk,42.16986270474351,-76.78931820277592,103-402-0654,Cogibox,True
278,Anders,Philippon,0 Eastwood Place,aphilippon7p@chron.com,41.98202181365548,-76.98845844935477,731-730-0931,Jamia,False
246,Latrena,Halksworth,7449 Sachtjen Trail,lhalksworth6t@twitter.com,42.31089339171295,-76.67298957478937,191-701-8569,Skibox,False
57,Coop,Hogsden,02743 Lyons Park,chogsden1k@yolasite.com,42.31983052098657,-76.21590565383032,414-392-3228,Cogilith,True
45,Melonie,Tesche,45 Ludington Park,mtesche18@netscape.com,42.73564977838476,-76.21989347093128,999-676-4037,Trupe,True
609,Jamima,Layson,837 Linden Drive,jlaysongw@istockphoto.com,42.40691035822481,-75.98146183055879,683-159-9018,Feedfire,True
875,Rhys,Ghost,0350 Pleasure Circle,rghostoa@instagram.com,42.33235244486424,-76.38048603918716,289-827-9272,Riffpath,False
819,Livy,Adshead,10511 Waxwing Street,ladsheadmq@imageshack.us,42.67925972072944,-76.10728068350181,839-291-0864,Bubblemix,False
904,Genni,Stripling,36547 Rieder Hill,gstriplingp3@cam.ac.uk,42.76084906107655,-76.33453691139655,829-401-1223,Flashpoint,True
840,Patrica,Roggieri,83 2nd Place,proggierinb@businessweek.com,42.717629332457214,-76.2296332147317,275-197-4707,Livetube,False
838,Aridatha,Shreve,1 Laurel Road,ashreven9@washingtonpost.com,42.634845962600664,-76.03729808810489,614-244-5878,Tazz,False
535,Stanton,Killigrew,43 Killdeer Lane,skilligreweu@digg.com,42.46085582236158,-76.04712790230992,514-193-7198,Twinte,True
77,Ravi,Cranefield,03 Fulton Court,rcranefield24@infoseek.co.jp,42.86949150867012,-73.92113197136673,351-169-3328,Meembee,True
402,Johnathan,Jerwood,53091 Ridge Oak Terrace,jjerwoodb5@dailymotion.com,43.15051764345658,-74.04823173288742,403-218-5871,Twitterworks,True
915,Meriel,Martinet,085 Green Parkway,mmartinetpe@ucla.edu,43.1636738979075,-74.02294257077828,768-788-7728,Browsezoom,True
265,Erich,Tincknell,09 Barnett Drive,etincknell7c@hao123.com,40.66620147091181,-73.75734136785047,224-281-9095,Blogspan,False
876,Heywood,Rachuig,4 Hallows Point,hrachuigob@cnet.com,40.7290758356474,-73.60948880678339,343-864-8522,Centizu,False
20,Devina,Coldbreath,40 Crescent Oaks Park,dcoldbreathj@gmpg.org,40.63258598225901,-73.7018564323758,502-937-8620,Tagchat,False
480,Sula,Pettigree,6770 Prentice Junction,spettigreedb@gravatar.com,40.83898815893406,-73.67988020361986,469-203-2062,Brainlounge,False
774,Glen,McInnes,1 Stephen Parkway,gmcinneslh@angelfire.com,41.034019497822676,-74.09246629828145,312-940-7631,Tambee,True
121,Bliss,Lauks,016 Anniversary Avenue,blauks3c@blogs.com,40.67008015467298,-73.85215023490265,201-271-8495,Thoughtmix,False
665,Tova,Brisson,03483 American Avenue,tbrissonig@amazon.co.jp,40.89573088994877,-73.60298057807714,444-731-2000,Gigaclub,False
170,Johnette,Spurret,9 Twin Pines Center,jspurret4p@chronoengine.com,40.897840277130975,-73.90339252926604,868-946-5951,Zoombeat,True
244,Giffie,Alam,6639 Armistice Street,galam6r@redcross.org,40.619877287193994,-73.60378016097555,850-689-5805,Kare,True
56,Eugen,Rawlinson,7779 Thierer Court,erawlinson1j@github.io,40.79886629386647,-73.7874548833002,162-841-7685,Skyvu,True
60,Marigold,Nyland,82 Loftsgordon Place,mnyland1n@abc.net.au,40.90852471315959,-73.94928529874704,262-658-8250,Zoomcast,True
677,Reeta,De Zamudio,08 Birchwood Drive,rdezamudiois@wired.com,41.12935880180657,-74.27159955447173,638-594-7021,Kazu,False
874,Inge,Uridge,0373 Lindbergh Terrace,iuridgeo9@cdc.gov,41.39720562443632,-74.04507994910739,335-960-7421,Riffpedia,True
105,Blisse,Grundy,1612 Clemons Hill,bgrundy2w@pbs.org,40.9710343859716,-74.4309369164436,754-138-9854,Teklist,False
500,Casar,Kinker,9967 Dexter Lane,ckinkerdv@businessinsider.com,41.0976348791995,-73.94676470124536,141-492-0411,Plambee,True
97,Menard,Goligly,0 Orin Trail,mgoligly2o@dell.com,40.852159339005446,-73.9227904506023,480-692-9066,Eabox,True
415,Perry,Triggol,25 Dunning Road,ptriggolbi@canalblog.com,40.673253750440765,-74.15679730231658,452-454-2216,Dynava,False
155,Bentley,Geering,0 East Drive,bgeering4a@desdev.cn,40.86128098834941,-74.15763924086862,652-937-8266,Riffpath,True
258,Malorie,Annott,58 Mendota Place,mannott75@pinterest.com,40.74271036650731,-74.02703745021061,648-933-8238,Devify,True
286,Iago,Baradel,0 Schlimgen Point,ibaradel7x@census.gov,40.79965701083326,-73.85661042078645,675-277-8433,Flashdog,True
61,Stephana,Spoure,6 Harbort Street,sspoure1o@ning.com,40.73378849017709,-73.97384329141615,635-608-7425,Devify,True
266,Flossie,Escott,7 Golden Leaf Center,fescott7d@i2i.jp,40.7781132902305,-74.25013595621165,810-593-0126,Zoomlounge,True
694,Kattie,Connaughton,7 Erie Plaza,kconnaughtonj9@nhs.uk,40.752065672329394,-73.85619179093906,973-841-9923,Skiba,True
503,Melina,Terren,5895 Ilene Pass,mterrendy@desdev.cn,42.937442763793264,-77.22838977531264,232-565-2963,Topiclounge,True
71,Bowie,Grzelczyk,5313 Sunbrook Terrace,bgrzelczyk1y@apple.com,43.086711951304856,-77.27204805019106,208-732-4540,Mymm,False
635,Mickie,Brickett,23 Mccormick Way,mbricketthm@oaic.gov.au,42.754825761194,-77.23250939204232,947-241-9768,Jaxnation,True
174,Nicholas,Di Biagi,84 Prairieview Junction,ndibiagi4t@yelp.com,43.21374194178446,-77.51215826340645,645-984-8910,Thoughtstorm,True
859,Les,Meus,8 Messerschmidt Lane,lmeusnu@disqus.com,42.916044201875614,-77.28000382210988,169-154-5873,Twitterwire,False
437,Holden,Stockell,4324 Mitchell Avenue,hstockellc4@twitter.com,42.663640588140275,-73.92417560888633,848-433-9163,Buzzdog,True
789,Aloin,Vaskov,18 Walton Pass,avaskovlw@4shared.com,42.72765697310431,-73.6587496132417,728-328-1740,Divavu,True
137,Levon,Hulkes,1 Lawn Park,lhulkes3s@weibo.com,42.59114575701226,-73.91379057769832,973-881-6621,Eamia,False
758,Herta,Crass,6 Hoffman Avenue,hcrassl1@marketwatch.com,42.659099270074684,-73.97855032062611,242-695-9970,Ntag,False
567,Torry,Sorrel,216 Esch Lane,tsorrelfq@stumbleupon.com,42.82991473796324,-73.59168460264895,917-466-7658,Bluejam,True
477,Norean,Griffithe,1 Rowland Plaza,ngriffithed8@php.net,42.40101988388535,-73.64508538360914,495-962-1301,Eidel,True
707,Genny,Wallice,38 Lake View Drive,gwallicejm@cdbaby.com,42.7746986244967,-73.65877274610583,443-265-0976,Gabspot,False
426,Cherey,McWhin,5 Ohio Street,cmcwhinbt@prweb.com,42.67188769453984,-73.97145721107671,749-736-0106,Mydeo,True
113,Sandy,Scampion,72 Oakridge Parkway,sscampion34@51.la,42.64390006884069,-73.55615758860492,304-508-3142,Devify,True
122,Dion,Tripcony,94 Bunting Parkway,dtripcony3d@paypal.com,44.35739269405251,-73.98368452745143,102-137-5442,Wikizz,False
772,Devonne,Healks,440 Norway Maple Hill,dhealkslf@livejournal.com,44.14158022366751,-74.37975067358926,620-989-4538,Jabberbean,False
970,Mariejeanne,Pietrzak,433 Thackeray Avenue,mpietrzakqx@unesco.org,40.988476437063774,-73.78893719444478,285-695-1730,Skippad,False
687,Kristina,Pharrow,9114 Schurz Trail,kpharrowj2@list-manage.com,40.62807625119567,-74.08490443128352,478-437-7934,Linktype,True
1,Berte,Waddell,28 Annamark Crossing,bwaddell0@mapy.cz,41.27129878562012,-73.95483664744903,784-709-9720,Livetube,True
111,Miner,McPheat,46967 Grayhawk Road,mmcpheat32@timesonline.co.uk,41.34160676854338,-74.08081726825333,998-249-5229,Rhyloo,False
183,Dory,Mease,49751 Oakridge Crossing,dmease52@histats.com,41.39973676466099,-74.01653434135476,309-116-3866,Meevee,True
96,Forster,Wiggins,23 Atwood Plaza,fwiggins2n@cmu.edu,41.37101009847863,-74.1278827759069,803-564-9838,Realbridge,False
203,Kent,Jirka,97794 Steensland Avenue,kjirka5m@jalbum.net,41.37093820394302,-73.98169211511694,473-923-3763,Abatz,False
606,Wernher,Matusevich,148 Dovetail Street,wmatusevichgt@mac.com,43.21414469456299,-78.08226948902752,851-850-0686,Meetz,True
83,Monah,Iron,153 Vahlen Court,miron2a@bloglovin.com,43.228070382877796,-77.72322043897174,176-930-3764,Realpoint,True
128,Cyrillus,Opfer,339 Eliot Alley,copfer3j@flickr.com,43.28338117299994,-77.89881377240506,485-850-6985,Zoovu,False
645,Tucky,Hillyatt,8911 Cascade Pass,thillyatthw@gnu.org,43.26137994296866,-77.99325030408977,697-462-1112,Gabvine,False
655,Elsinore,Iffland,80208 Monica Court,eifflandi6@de.vu,43.304919093470694,-77.77371795399421,444-211-6135,Demizz,True
18,Erskine,Spaxman,6 Knutson Way,espaxmanh@spiegel.de,42.43086727500314,-77.01767826263942,533-513-6570,Twimbo,True
756,Alfie,Daventry,8 Mcbride Center,adaventrykz@dagondesign.com,42.468482204529224,-76.69781172346201,846-248-4937,Skajo,False
146,Archibaldo,Grane,91 Pankratz Hill,agrane41@list-manage.com,42.46062636829563,-77.05726329438113,656-809-3162,Rhyloo,False
580,Daile,Dear,43 Memorial Center,ddearg3@infoseek.co.jp,42.905323524333,-76.83195685548066,599-198-0545,Digitube,True
93,Mozelle,McNee,85 Luster Plaza,mmcnee2k@cornell.edu,42.64634695659677,-76.63118772781476,477-412-6382,Babbleset,True
295,Clementina,Fayerman,82 8th Alley,cfayerman86@godaddy.com,42.924270115239224,-76.67561872451128,402-198-7472,Realpoint,True
581,Avie,Birney,7045 Esker Road,abirneyg4@time.com,42.79503372980453,-77.03379768268505,781-390-7077,Browsecat,False
881,Jewelle,Janczyk,152 Utah Parkway,jjanczykog@blogtalkradio.com,42.75241278724074,-76.80017982265056,570-944-3756,Skinix,False
522,Ilse,Garnall,35 Crescent Oaks Lane,igarnalleh@java.com,42.57536458562266,-76.66035414312816,903-257-7540,Yakitri,True
910,Kahlil,Di Maggio,29582 Jackson Center,kdimaggiop9@umich.edu,42.73801937449788,-75.61497981801293,149-333-4971,DabZ,True
374,Modesta,Mardell,7680 Sheridan Trail,mmardellad@google.cn,42.39433822977359,-75.69410369646951,252-929-1252,Zazio,True
784,Norman,Kyme,2045 Corscot Hill,nkymelr@forbes.com,42.58829280071184,-75.4361360128083,565-708-9460,Skinte,False
816,Rad,Romi,4 Namekagon Court,rromimn@opensource.org,43.03525047683508,-78.29238875158956,830-231-0927,Rhyloo,False
53,Andromache,Ouver,53037 Comanche Drive,aouver1g@google.de,43.329868891085916,-78.37825392710924,897-960-5988,Yoveo,True
261,Kelbee,Barff,8 Fordem Way,kbarff78@paypal.com,43.10456461810595,-78.26743940940858,549-730-9467,Centimia,False
160,Frasquito,Clemence,95 Canary Alley,fclemence4f@drupal.org,43.200712585058504,-78.42159411629669,198-183-6079,Meevee,False
454,Vassily,Fotheringham,95431 Miller Plaza,vfotheringhamcl@guardian.co.uk,43.057526081301425,-78.163653238001,721-665-4005,Lajo,True
648,Celestia,Shackelton,63 International Road,cshackeltonhz@qq.com,40.80410423527433,-73.4204111670348,180-510-8889,Oba,True
901,Patrice,Skelhorne,6038 Autumn Leaf Point,pskelhornep0@prlog.org,40.569727043154366,-73.38501588536434,365-850-2557,Kayveo,True
405,Jerry,Sidebotton,3 Moulton Circle,jsidebottonb8@pbs.org,40.873738955603564,-73.35836212949899,965-782-2356,Voolith,True
770,Silvester,Quinlan,51330 Cottonwood Junction,squinlanld@arizona.edu,40.86462121303314,-73.15155129524433,243-651-7028,Oodoo,False
844,Brett,Ajean,89565 Harper Circle,bajeannf@cargocollective.com,40.92908495694939,-73.37898374126404,261-184-9524,Miboo,False
